Name,Country,Height (cm),Weight (kg),Gender,Competition Time (s),Event Date,Competition,Position,Current Age,Competition Years,Best Time (s),IMC,Training Hours/Week,Last Injury,Entrenador,Historial de competencias,Nivel de Competencia,Categoria IMC
Nadador_amateur_884,Russia,184.68,90.13,0,71.72,09/03/2024,State Meet,2,37,10,71.27,26.43,7,01/11/2020,Entrenador C,10 competencias,Amateur,Sobrepeso
Nadador_amateur_177,USA,181.45,73.85,0,81.24,26/06/2023,State Meet,8,38,11,79.77,22.43,6,15/01/2021,Entrenador B,10 competencias,Amateur,Normal
Nadador_amateur_650,Brazil,185.57,62.33,0,78.05,03/02/2023,National Championships,6,37,15,77.41,18.1,8,20/06/2022,Entrenador B,20 competencias,Amateur,Bajo peso
Nadador_amateur_507,Russia,194.19,62.12,0,80.09,04/10/2024,State Meet,3,40,25,78.43,16.47,5,15/01/2021,Entrenador A,20 competencias,Amateur,Bajo peso
Nadador_amateur_227,Australia,188.42,81.99,0,78.79,11/01/2023,Regional Meet,10,40,17,76.8,23.09,10,20/06/2022,Entrenador A,5 competencias,Amateur,Normal
Nadador_amateur_501,Brazil,192.05,91.84,0,71.02,29/01/2024,Local Meet,8,36,2,69.99,24.9,5,20/06/2022,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_237,Brazil,191.2,66.13,0,79.32,01/07/2024,National Championships,6,38,1,77.51,18.09,9,01/11/2020,Entrenador C,20 competencias,Amateur,Bajo peso
Nadador_amateur_896,Japan,180.34,99.1,0,75.32,31/03/2024,National Championships,7,39,1,73.93,30.47,7,10/02/2023,Entrenador C,5 competencias,Amateur,Obesidad
Nadador_amateur_165,Russia,191.62,94.28,0,81.96,28/07/2024,Regional Meet,2,40,12,80.55,25.68,10,01/11/2020,Entrenador C,20 competencias,Amateur,Sobrepeso
Nadador_amateur_781,USA,191.64,92.88,0,81.9,11/04/2023,State Meet,9,37,21,81.68,25.29,7,25/05/2019,Entrenador A,25 competencias,Amateur,Sobrepeso
Nadador_amateur_93,Japan,192.17,70.95,0,78.21,05/09/2024,State Meet,7,36,8,76.38,19.21,8,25/05/2019,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_498,Brazil,183.49,73.47,0,81.24,15/03/2023,Regional Meet,10,37,20,80.06,21.82,7,10/02/2023,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_105,USA,186.86,62.53,0,75.23,02/01/2024,Regional Meet,7,39,10,74.68,17.91,8,25/05/2019,Entrenador D,25 competencias,Amateur,Bajo peso
Nadador_amateur_378,Japan,191.14,98.02,0,73.15,11/07/2023,Regional Meet,2,37,19,72.99,26.83,9,20/06/2022,Entrenador C,5 competencias,Amateur,Sobrepeso
Nadador_amateur_671,Japan,185.64,81.33,0,77.01,29/09/2024,National Championships,10,39,9,76.97,23.6,6,01/11/2020,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_167,USA,185.8,88.79,0,76.27,23/06/2024,Local Meet,2,38,21,75.84,25.72,7,20/06/2022,Entrenador D,10 competencias,Amateur,Sobrepeso
Nadador_amateur_792,Japan,185.1,66.68,0,73.09,28/08/2024,Regional Meet,10,40,24,73,19.46,6,20/06/2022,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_93,Russia,168.7,61.75,1,83.7,27/12/2022,Local Meet,2,23,8,83.11,21.7,8,Sin lesiones,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_239,Russia,175.54,98.69,1,75.95,31/08/2024,State Meet,6,20,3,74.89,32.03,10,20/06/2022,Entrenador D,25 competencias,Amateur,Obesidad
Nadador_amateur_778,Russia,178,76.35,1,76.73,18/06/2024,Local Meet,7,24,5,76.43,24.1,8,15/01/2021,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_692,Japan,175.05,94.76,1,81.71,28/07/2023,Regional Meet,10,21,5,80.59,30.92,10,15/01/2021,Entrenador A,20 competencias,Amateur,Obesidad
Nadador_amateur_14,Japan,179.61,78.93,1,76.31,11/10/2024,Local Meet,9,21,6,76.11,24.47,7,10/02/2023,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_945,Brazil,175.43,91.7,1,78.7,30/05/2024,Local Meet,9,20,3,77.19,29.8,6,15/01/2021,Entrenador D,25 competencias,Amateur,Sobrepeso
Nadador_amateur_740,Russia,179.13,62.09,1,81.29,06/02/2024,National Championships,2,24,9,80.09,19.35,6,Sin lesiones,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_414,Russia,177.37,93.23,1,73.38,18/08/2023,National Championships,6,21,4,73.14,29.63,9,15/01/2021,Entrenador C,20 competencias,Amateur,Sobrepeso
Nadador_amateur_558,Russia,172.23,66.95,1,81.66,13/02/2023,State Meet,1,21,2,79.99,22.57,7,25/05/2019,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_531,Japan,172.12,99.95,1,77.52,03/09/2023,National Championships,10,24,4,77.1,33.74,7,01/11/2020,Entrenador D,5 competencias,Amateur,Obesidad
Nadador_amateur_927,USA,170.78,78.43,1,79.11,02/12/2023,Local Meet,8,20,4,78.59,26.89,6,10/02/2023,Entrenador B,5 competencias,Amateur,Sobrepeso
Nadador_amateur_190,Brazil,171.76,80.16,1,75.02,05/06/2024,National Championships,9,18,2,74.45,27.17,10,25/05/2019,Entrenador C,25 competencias,Amateur,Sobrepeso
Nadador_amateur_431,China,174.42,75.3,1,76.19,27/10/2024,State Meet,10,23,8,74.46,24.75,6,Sin lesiones,Entrenador C,25 competencias,Amateur,Normal
Nadador_amateur_221,China,176.15,70.36,1,75.34,17/03/2023,State Meet,2,23,8,73.41,22.68,7,01/11/2020,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_662,Australia,174.15,68.13,1,82.03,15/05/2024,Local Meet,10,20,1,80.69,22.46,9,01/11/2020,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_759,China,169.73,97.28,1,80.75,16/11/2022,National Championships,2,23,7,79.62,33.77,6,Sin lesiones,Entrenador D,20 competencias,Amateur,Obesidad
Nadador_amateur_815,Brazil,170.03,66.19,1,75.37,26/05/2023,Regional Meet,2,22,3,73.67,22.9,7,20/06/2022,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_944,Australia,171.72,84.5,1,81.89,26/08/2023,State Meet,2,23,7,81.49,28.66,9,01/11/2020,Entrenador A,20 competencias,Amateur,Sobrepeso
Nadador_amateur_660,China,173.14,95.4,1,84.47,05/04/2024,Regional Meet,2,18,1,83.45,31.82,8,Sin lesiones,Entrenador C,15 competencias,Amateur,Obesidad
Nadador_amateur_694,Brazil,174.84,98.66,1,84.35,20/01/2023,Local Meet,2,20,3,83.53,32.27,9,10/02/2023,Entrenador C,5 competencias,Amateur,Obesidad
Nadador_amateur_105,Japan,174.31,73.86,1,85.04,27/02/2023,National Championships,1,21,3,83.8,24.31,8,20/06/2022,Entrenador C,10 competencias,Amateur,Normal
Nadador_amateur_980,China,170.24,80.06,1,81.47,09/10/2023,Regional Meet,8,21,5,80.96,27.62,9,15/01/2021,Entrenador C,5 competencias,Amateur,Sobrepeso
Nadador_amateur_714,Japan,171.99,70.1,1,84.57,25/05/2023,National Championships,8,19,4,83.01,23.7,10,Sin lesiones,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_343,Russia,169.45,67.33,1,73.07,03/06/2023,Local Meet,4,22,5,72.38,23.45,8,10/02/2023,Entrenador B,15 competencias,Amateur,Normal
Nadador_amateur_826,Australia,173.42,72.62,1,76.93,30/01/2024,Local Meet,5,19,2,76.84,24.15,9,15/01/2021,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_835,Australia,179.02,72.68,1,75.86,12/09/2023,Local Meet,5,21,3,75.54,22.68,7,25/05/2019,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_533,Australia,170.42,76.56,1,82.41,19/03/2024,National Championships,7,18,3,80.94,26.36,10,01/11/2020,Entrenador C,25 competencias,Amateur,Sobrepeso
Nadador_amateur_38,USA,169.09,62.53,1,78.42,19/08/2023,State Meet,9,23,5,77.67,21.87,9,Sin lesiones,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_64,Australia,168.99,97.82,1,84.49,18/06/2024,Regional Meet,2,20,5,84.08,34.25,5,15/01/2021,Entrenador C,5 competencias,Amateur,Obesidad
Nadador_amateur_634,Australia,171.77,77.27,1,74.54,02/06/2023,National Championships,5,24,9,73.73,26.19,5,20/06/2022,Entrenador B,25 competencias,Amateur,Sobrepeso
Nadador_amateur_384,Australia,175.64,80.55,1,79.01,08/11/2023,Local Meet,1,19,1,77.36,26.11,6,25/05/2019,Entrenador D,25 competencias,Amateur,Sobrepeso
Nadador_amateur_500,USA,169.99,95.12,1,82.76,24/08/2023,Regional Meet,7,22,6,80.81,32.92,9,01/11/2020,Entrenador A,15 competencias,Amateur,Obesidad
Nadador_amateur_900,USA,178.17,63.79,1,73,18/07/2023,Regional Meet,4,20,4,72.61,20.09,6,25/05/2019,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_426,China,177.78,94.27,1,77.42,25/02/2024,State Meet,5,19,1,76.05,29.83,7,20/06/2022,Entrenador A,5 competencias,Amateur,Sobrepeso
Nadador_amateur_32,Brazil,173.56,77.75,1,83.85,16/02/2024,National Championships,2,19,1,83.05,25.81,8,Sin lesiones,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_595,Brazil,168.18,95.26,1,83.87,29/09/2023,Local Meet,4,23,6,82.99,33.68,5,10/02/2023,Entrenador D,15 competencias,Amateur,Obesidad
Nadador_amateur_53,Brazil,170.01,61.44,1,79.11,22/03/2024,State Meet,5,19,2,77.61,21.26,7,20/06/2022,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_842,China,179.45,75.74,1,83.18,09/06/2024,Regional Meet,8,22,6,82.82,23.52,9,01/11/2020,Entrenador C,10 competencias,Amateur,Normal
Nadador_amateur_4,Brazil,175.95,77.63,1,79.08,23/06/2023,National Championships,8,21,5,77.31,25.08,6,15/01/2021,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_246,Australia,177.99,72.2,1,79.77,23/02/2023,State Meet,7,18,2,79.02,22.79,7,Sin lesiones,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_421,China,174.72,98.27,1,82.59,30/03/2024,Regional Meet,10,24,8,81.14,32.19,5,15/01/2021,Entrenador A,20 competencias,Amateur,Obesidad
Nadador_amateur_699,Brazil,175.83,83.89,1,73.15,12/01/2023,Regional Meet,7,20,1,72.05,27.13,6,01/11/2020,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_411,Japan,179.43,92.85,1,73.61,18/06/2024,National Championships,2,24,3,71.85,28.84,9,15/01/2021,Entrenador B,20 competencias,Amateur,Sobrepeso
Nadador_amateur_213,Brazil,174.54,61.12,1,73.7,05/04/2024,State Meet,8,23,4,71.98,20.06,8,Sin lesiones,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_155,Australia,173.11,77.68,1,81,01/11/2024,State Meet,10,20,4,80.62,25.92,5,15/01/2021,Entrenador D,20 competencias,Amateur,Sobrepeso
Nadador_amateur_467,Russia,174.53,74.69,1,76.77,13/03/2024,Local Meet,8,20,2,75.11,24.52,7,10/02/2023,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_473,Brazil,171.2,77.71,1,74.58,20/10/2024,National Championships,5,18,3,73.56,26.51,8,15/01/2021,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_803,Australia,172.32,80.74,1,76.16,06/06/2024,National Championships,1,24,2,75.54,27.19,7,10/02/2023,Entrenador D,10 competencias,Amateur,Sobrepeso
Nadador_amateur_477,Japan,169.56,74.47,1,83.05,12/01/2024,Local Meet,5,19,2,81.21,25.9,10,Sin lesiones,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_487,USA,170.18,70.48,1,76.42,26/04/2024,Regional Meet,7,20,3,75.16,24.34,9,20/06/2022,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_91,Japan,168.08,67.48,1,81.35,18/04/2024,State Meet,10,33,5,80.15,23.89,9,01/11/2020,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_519,Russia,168.84,64.78,1,85.74,20/04/2023,Local Meet,6,28,5,84.31,22.72,5,20/06/2022,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_982,Brazil,168.7,91.89,1,77.83,20/12/2022,State Meet,10,25,3,76.97,32.29,10,20/06/2022,Entrenador A,5 competencias,Amateur,Obesidad
Nadador_amateur_137,Russia,170.18,69.51,1,90.35,24/02/2023,State Meet,5,33,18,88.92,24,7,25/05/2019,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_349,USA,171.66,93.2,1,84.79,20/12/2022,National Championships,3,34,1,84.01,31.63,6,10/02/2023,Entrenador D,15 competencias,Amateur,Obesidad
Nadador_amateur_814,China,177.47,92.78,1,84.94,15/06/2024,National Championships,5,33,14,84.63,29.46,7,10/02/2023,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_492,Brazil,172.43,60.52,1,75.91,04/10/2024,National Championships,1,26,7,75.41,20.36,5,10/02/2023,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_709,Russia,168.77,87.11,1,79.44,16/04/2023,National Championships,7,34,9,78.97,30.58,6,10/02/2023,Entrenador C,25 competencias,Amateur,Obesidad
Nadador_amateur_51,Brazil,169.39,71.56,1,88.07,14/11/2023,National Championships,10,35,10,88.03,24.94,6,15/01/2021,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_317,Japan,170.66,82.97,1,78.22,26/02/2024,State Meet,8,32,17,78.18,28.49,6,01/11/2020,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_142,China,177.12,83.35,1,71.95,30/10/2024,Local Meet,3,30,11,69.98,26.57,8,01/11/2020,Entrenador A,10 competencias,Amateur,Sobrepeso
Nadador_amateur_178,Russia,173.19,86.13,1,83.81,31/08/2023,Local Meet,6,35,4,82.78,28.72,10,25/05/2019,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_693,China,175.71,81.44,1,82.56,14/01/2024,Local Meet,9,29,8,80.86,26.38,6,Sin lesiones,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_306,Russia,178.55,84.44,1,89.57,19/11/2022,Regional Meet,7,30,7,88.27,26.49,6,15/01/2021,Entrenador A,10 competencias,Amateur,Sobrepeso
Nadador_amateur_891,Brazil,174.18,86.57,1,71.21,25/12/2023,National Championships,8,35,16,69.61,28.53,7,10/02/2023,Entrenador A,10 competencias,Amateur,Sobrepeso
Nadador_amateur_375,China,173.31,87.94,1,73.98,16/04/2024,Local Meet,7,29,10,73.79,29.28,6,25/05/2019,Entrenador D,5 competencias,Amateur,Sobrepeso
Nadador_amateur_413,Brazil,177.94,61.23,1,72.87,02/08/2023,National Championships,7,31,2,72.67,19.34,7,25/05/2019,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_68,Japan,172.91,62.08,1,83.75,04/05/2023,National Championships,6,34,3,83.07,20.76,5,15/01/2021,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_240,China,175.98,71.09,1,89.31,28/01/2023,National Championships,3,31,7,88.31,22.96,5,25/05/2019,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_404,Russia,170.66,98.39,1,83.93,08/10/2023,National Championships,4,32,9,82.25,33.78,7,Sin lesiones,Entrenador A,25 competencias,Amateur,Obesidad
Nadador_amateur_590,Japan,173.98,93.31,1,89.09,12/06/2023,Regional Meet,4,27,7,87.36,30.83,10,Sin lesiones,Entrenador B,25 competencias,Amateur,Obesidad
Nadador_amateur_848,Australia,171.55,96.35,1,77.97,07/08/2023,Regional Meet,3,33,7,77.12,32.74,9,Sin lesiones,Entrenador D,25 competencias,Amateur,Obesidad
Nadador_amateur_146,Japan,178.55,82.79,1,78.69,04/12/2022,Regional Meet,1,29,6,78.62,25.97,9,15/01/2021,Entrenador B,20 competencias,Amateur,Sobrepeso
Nadador_amateur_597,Japan,175.13,63.39,1,75.13,09/06/2023,Regional Meet,10,33,5,74.14,20.67,6,25/05/2019,Entrenador B,10 competencias,Amateur,Normal
Nadador_amateur_108,Russia,173.89,79.35,1,85.53,25/05/2024,Local Meet,4,26,10,83.96,26.24,8,01/11/2020,Entrenador B,25 competencias,Amateur,Sobrepeso
Nadador_amateur_322,Brazil,179.53,90.83,1,77.8,22/09/2023,Regional Meet,10,27,4,77.38,28.18,6,20/06/2022,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_53,Russia,173.57,70.91,1,82.03,07/02/2023,Regional Meet,8,32,1,81.56,23.54,6,15/01/2021,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_52,Australia,177.11,95.19,1,88.84,14/02/2024,National Championships,3,31,16,87.77,30.35,9,25/05/2019,Entrenador A,10 competencias,Amateur,Obesidad
Nadador_amateur_908,Australia,174.71,86.35,1,71.99,19/03/2024,Regional Meet,7,35,5,71.57,28.29,8,20/06/2022,Entrenador D,5 competencias,Amateur,Sobrepeso
Nadador_amateur_345,Australia,168.02,89.34,1,89.08,10/11/2024,State Meet,7,27,2,87.2,31.65,9,Sin lesiones,Entrenador A,5 competencias,Amateur,Obesidad
Nadador_amateur_657,China,174.42,76.56,1,80.59,12/05/2024,State Meet,9,27,6,78.69,25.17,10,20/06/2022,Entrenador C,20 competencias,Amateur,Sobrepeso
Nadador_amateur_936,Brazil,169.21,88.99,1,85.65,25/05/2024,Local Meet,3,33,12,84.16,31.08,7,25/05/2019,Entrenador C,10 competencias,Amateur,Obesidad
Nadador_amateur_680,Australia,170.27,78.9,1,80.82,11/04/2024,State Meet,6,29,10,80.39,27.21,9,Sin lesiones,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_77,China,174.49,91.18,1,76.73,27/10/2023,Local Meet,1,26,7,76.72,29.95,10,10/02/2023,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_8,Russia,177.8,84.53,1,73.77,05/01/2024,Regional Meet,7,30,10,73.67,26.74,10,10/02/2023,Entrenador C,5 competencias,Amateur,Sobrepeso
Nadador_amateur_299,USA,179.01,90.88,1,89.97,22/05/2024,State Meet,9,25,6,89.82,28.36,10,25/05/2019,Entrenador A,20 competencias,Amateur,Sobrepeso
Nadador_amateur_660,Brazil,179.36,79.37,1,71.51,19/07/2023,Regional Meet,6,29,2,70.14,24.67,8,20/06/2022,Entrenador D,15 competencias,Amateur,Normal
Nadador_amateur_164,Australia,174.24,85.33,1,73.4,02/02/2023,National Championships,10,35,15,73.23,28.11,7,01/11/2020,Entrenador D,25 competencias,Amateur,Sobrepeso
Nadador_amateur_323,Russia,170.57,79.59,1,79.58,07/08/2023,Local Meet,2,29,3,78.05,27.36,9,Sin lesiones,Entrenador C,5 competencias,Amateur,Sobrepeso
Nadador_amateur_615,Australia,176.02,74.69,1,81.24,01/06/2024,Local Meet,2,31,16,79.82,24.11,10,20/06/2022,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_908,USA,176.85,68.57,1,84.55,28/09/2024,Regional Meet,5,27,9,83.29,21.92,5,15/01/2021,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_521,Australia,176.84,70.55,1,71.3,09/07/2024,State Meet,5,26,4,70.21,22.56,9,01/11/2020,Entrenador C,25 competencias,Amateur,Normal
Nadador_amateur_549,Japan,171.71,60.05,1,78.54,22/06/2023,State Meet,3,27,11,76.59,20.37,8,15/01/2021,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_234,USA,169.02,81.92,1,73.99,24/10/2024,Regional Meet,8,34,17,72.89,28.68,7,10/02/2023,Entrenador C,15 competencias,Amateur,Sobrepeso
Nadador_amateur_489,Brazil,172.04,78.57,1,74.06,02/10/2024,National Championships,2,29,6,73.02,26.55,7,15/01/2021,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_852,China,174.8,68.46,1,85.8,04/05/2023,Local Meet,8,29,13,85.45,22.41,6,15/01/2021,Entrenador D,10 competencias,Amateur,Normal
Nadador_amateur_793,Russia,168.72,96.99,1,74.02,24/08/2023,Local Meet,7,25,5,73,34.07,8,10/02/2023,Entrenador A,5 competencias,Amateur,Obesidad
Nadador_amateur_891,Brazil,170.29,90.13,1,78.2,14/10/2024,Local Meet,10,35,8,76.47,31.08,9,25/05/2019,Entrenador A,20 competencias,Amateur,Obesidad
Nadador_amateur_375,Japan,169.91,94.58,1,74.64,24/04/2024,State Meet,3,27,8,73.7,32.76,7,10/02/2023,Entrenador B,25 competencias,Amateur,Obesidad
Nadador_amateur_258,USA,170.17,68.65,1,86.7,14/07/2024,Local Meet,5,29,13,85.13,23.71,7,25/05/2019,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_199,USA,172.89,63.96,1,70.4,31/12/2022,State Meet,7,39,7,68.72,21.4,7,25/05/2019,Entrenador B,20 competencias,Amateur,Normal
Nadador_amateur_909,USA,178.97,94.34,1,75.85,10/06/2023,National Championships,9,36,14,74.64,29.45,9,15/01/2021,Entrenador C,10 competencias,Amateur,Sobrepeso
Nadador_amateur_894,Japan,179.19,84.08,1,72.26,15/04/2024,National Championships,2,40,4,70.76,26.19,5,01/11/2020,Entrenador C,20 competencias,Amateur,Sobrepeso
Nadador_amateur_136,Russia,173.02,76.62,1,78.29,24/08/2024,Local Meet,4,39,14,76.87,25.59,8,25/05/2019,Entrenador D,10 competencias,Amateur,Sobrepeso
Nadador_amateur_241,Australia,177.85,91.84,1,82.15,17/10/2024,National Championships,7,40,6,81.28,29.04,5,Sin lesiones,Entrenador D,20 competencias,Amateur,Sobrepeso
Nadador_amateur_529,China,171.12,87.89,1,80.03,27/02/2024,National Championships,9,36,12,78.95,30.01,9,10/02/2023,Entrenador C,10 competencias,Amateur,Obesidad
Nadador_amateur_822,Brazil,175.17,69.74,1,82.47,17/04/2023,Local Meet,2,37,5,80.97,22.73,6,01/11/2020,Entrenador D,15 competencias,Amateur,Normal
Nadador_amateur_807,Australia,178.73,94.37,1,71.9,24/06/2024,National Championships,5,36,19,70.9,29.54,7,Sin lesiones,Entrenador B,5 competencias,Amateur,Sobrepeso
Nadador_amateur_128,Japan,169.41,68.39,1,82.12,30/01/2023,State Meet,6,38,14,81.96,23.83,5,Sin lesiones,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_592,USA,174.14,91.14,1,74.25,07/08/2024,Regional Meet,4,38,13,72.83,30.05,9,15/01/2021,Entrenador A,15 competencias,Amateur,Obesidad
Nadador_amateur_927,Brazil,175.53,90.22,1,73.07,07/10/2024,State Meet,8,39,24,72.03,29.28,10,20/06/2022,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_462,Brazil,175.68,78.38,1,71.4,11/02/2023,Local Meet,5,36,4,70.08,25.4,9,25/05/2019,Entrenador C,25 competencias,Amateur,Sobrepeso
Nadador_amateur_408,Russia,176.33,73.16,1,74.31,08/08/2023,National Championships,3,37,2,72.92,23.53,8,25/05/2019,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_721,USA,168.03,90.54,1,75.04,26/05/2023,State Meet,8,40,5,73.23,32.07,8,25/05/2019,Entrenador B,10 competencias,Amateur,Obesidad
Nadador_amateur_283,USA,170.37,81.72,1,76.78,23/04/2023,Regional Meet,5,38,2,75.67,28.15,10,20/06/2022,Entrenador D,20 competencias,Amateur,Sobrepeso
Nadador_amateur_377,Brazil,178.73,98.03,1,82.61,14/03/2024,Regional Meet,1,38,12,81.23,30.69,10,20/06/2022,Entrenador C,25 competencias,Amateur,Obesidad
Nadador_amateur_771,USA,179.05,72.66,1,74.52,13/03/2023,Local Meet,2,38,22,74.38,22.66,9,10/02/2023,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_45,Japan,172.3,80.82,1,71.12,20/07/2024,National Championships,4,38,22,70.09,27.22,8,15/01/2021,Entrenador A,5 competencias,Amateur,Sobrepeso
Nadador_amateur_634,Russia,176.4,78.88,1,70.88,06/05/2024,Regional Meet,5,38,4,70.07,25.35,10,Sin lesiones,Entrenador C,15 competencias,Amateur,Sobrepeso
Nadador_amateur_83,Brazil,170.17,65.9,1,75.58,15/03/2024,Regional Meet,1,38,11,74.05,22.76,5,25/05/2019,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_200,Australia,175.35,90.63,1,73.56,30/11/2022,State Meet,3,39,17,71.59,29.48,5,15/01/2021,Entrenador B,20 competencias,Amateur,Sobrepeso
Nadador_amateur_9,Brazil,176.22,96.68,1,80.08,21/05/2024,National Championships,1,37,19,79.99,31.13,9,25/05/2019,Entrenador B,15 competencias,Amateur,Obesidad
Nadador_amateur_587,Russia,176.4,73.73,1,78.35,06/11/2023,National Championships,8,36,15,77.06,23.69,8,20/06/2022,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_813,USA,176.28,68.35,1,75.92,26/02/2023,Regional Meet,2,38,17,74.03,22,10,25/05/2019,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_700,China,176.52,87.04,1,79.55,07/05/2023,Local Meet,6,38,8,79.01,27.93,6,01/11/2020,Entrenador D,5 competencias,Amateur,Sobrepeso
Nadador_amateur_548,Australia,175.48,74.43,1,77.77,23/04/2023,National Championships,10,39,10,76.52,24.17,6,10/02/2023,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_950,Australia,177.55,92.78,1,83.11,03/04/2023,Local Meet,7,36,9,82.94,29.43,10,20/06/2022,Entrenador B,5 competencias,Amateur,Sobrepeso
Nadador_amateur_136,Brazil,173.76,88.22,1,75.22,09/07/2023,Local Meet,2,40,11,73.97,29.22,9,01/11/2020,Entrenador D,25 competencias,Amateur,Sobrepeso
Nadador_amateur_435,China,174.52,85.09,1,78.32,27/10/2024,National Championships,3,40,8,77.34,27.94,10,15/01/2021,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_599,Russia,173.32,78.15,1,77.61,28/11/2022,State Meet,1,37,12,76.73,26.02,6,25/05/2019,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_539,Russia,168.54,92.18,1,77.88,06/10/2023,State Meet,7,38,13,76.14,32.45,9,01/11/2020,Entrenador B,20 competencias,Amateur,Obesidad
Nadador_amateur_267,Russia,179.25,69.65,1,81.32,28/07/2023,State Meet,2,37,16,80.09,21.68,10,10/02/2023,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_552,Australia,177.73,89.1,1,73.12,06/11/2023,National Championships,5,38,22,72.82,28.21,9,10/02/2023,Entrenador A,10 competencias,Amateur,Sobrepeso
Nadador_amateur_762,China,178.67,77.54,1,78.83,20/08/2024,Regional Meet,2,36,19,78.68,24.29,7,25/05/2019,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_930,Russia,171.88,90.88,1,71.62,08/02/2023,State Meet,8,40,12,69.74,30.76,7,20/06/2022,Entrenador B,15 competencias,Amateur,Obesidad
Nadador_amateur_479,Australia,178.79,70.56,1,71.13,02/03/2023,Regional Meet,10,40,10,70.75,22.07,6,01/11/2020,Entrenador C,25 competencias,Amateur,Normal
Nadador_amateur_589,Australia,174.45,70.93,1,73.42,04/11/2024,Local Meet,5,37,4,71.78,23.31,10,20/06/2022,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_121,Russia,170.39,95.31,1,75.45,20/12/2022,Local Meet,4,39,8,73.5,32.83,10,01/11/2020,Entrenador D,20 competencias,Amateur,Obesidad
Nadador_amateur_204,Japan,177.89,63.99,1,81.96,20/10/2024,National Championships,1,36,4,80.17,20.22,6,10/02/2023,Entrenador B,15 competencias,Amateur,Normal
